"","searchTerms","rank","title","snippet","displayLink","link","queryTime","totalResults","cacheId","count","cseName","cx","formattedSearchTime","formattedTotalResults","formattedUrl","htmlFormattedUrl","htmlSnippet","htmlTitle","inputEncoding","kind","outputEncoding","pagemap","safe","searchTime","startIndex","metatags","cse_image","cse_thumbnail","question","answer","application-name","og:image","og:type","twitter:card","twitter:title","og:site_name","apple-mobile-web-app-title","og:title","color-scheme","og:description","twitter:image","referrer","apple-mobile-web-app-status-bar-style","msapplication-tap-highlight","viewport","twitter:description","og:url","r9-rendered","og:image:width","og:image:height","r9-version","fb:pages","twitter:creator","twitter:image:src","kayak_page","twitter:site","r9-built","format-detection","flex:template-version","theme-color","flex:template-fm-id","og:image:type","ewe:page","essclientid","flex:page-type","apple-mobile-web-app-capable","og:locale","mobile-web-app-capable","flex:template-id","apple-itunes-app","yandex-verification","fb:app_id","fb:admins","popularity","category"
"0","flights","1","Google Flights","Use Google Flights to explore cheap flights to anywhere. Search destinations and track prices to find and book your next flight.","www.google.com","https://www.google.com/travel/flights","2023-05-14 15:41:24.189624+00:00","2150000000","NaN","10","advTest","c4fc391654b014f8a","0.34","2,150,000,000","https://www.google.com/travel/flights","https://www.google.com/travel/<b>flights</b>","Use Google <b>Flights</b> to explore cheap <b>flights</b> to anywhere. Search destinations and track prices to find and book your next <b>flight</b>.","Google <b>Flights</b>","utf8","customsearch#result","utf8","{'metatags': [{'application-name': 'Travel', 'og:image': 'https://www.gstatic.com/travel-trips-fe/travel_logo_192.png', 'og:type': 'website', 'twitter:card': 'summary', 'twitter:title': '✈ Google Flights', 'og:site_name': 'Google Flights', 'apple-mobile-web-app-title': 'Travel', 'og:title': '✈ Google Flights', 'color-scheme': 'light dark', 'og:description': 'Find the best flights fast, track prices, and book with confidence', 'twitter:image': 'https://www.google.com/images/branding/googleg/2x/googleg_standard_color_96dp.png', 'referrer': 'strict-origin-when-cross-origin', 'apple-mobile-web-app-status-bar-style': 'black', 'msapplication-tap-highlight': 'no', 'viewport': 'width=device-width,initial-scale=1.0,minimum-scale=1.0,maximum-scale=1.0,user-scalable=no', 'twitter:description': 'Find the best flights fast, track prices, and book with confidence', 'og:url': 'https://www.google.com/travel/flights'}], 'cse_image': [{'src': 'https://www.gstatic.com/travel-trips-fe/travel_logo_192.png'}]}","off","0.344644","1","[{'application-name': 'Travel', 'og:image': 'https://www.gstatic.com/travel-trips-fe/travel_logo_192.png', 'og:type': 'website', 'twitter:card': 'summary', 'twitter:title': '✈ Google Flights', 'og:site_name': 'Google Flights', 'apple-mobile-web-app-title': 'Travel', 'og:title': '✈ Google Flights', 'color-scheme': 'light dark', 'og:description': 'Find the best flights fast, track prices, and book with confidence', 'twitter:image': 'https://www.google.com/images/branding/googleg/2x/googleg_standard_color_96dp.png', 'referrer': 'strict-origin-when-cross-origin', 'apple-mobile-web-app-status-bar-style': 'black', 'msapplication-tap-highlight': 'no', 'viewport': 'width=device-width,initial-scale=1.0,minimum-scale=1.0,maximum-scale=1.0,user-scalable=no', 'twitter:description': 'Find the best flights fast, track prices, and book with confidence', 'og:url': 'https://www.google.com/travel/flights'}]","[{'src': 'https://www.gstatic.com/travel-trips-fe/travel_logo_192.png'}]","NaN","NaN","NaN","Travel","https://www.gstatic.com/travel-trips-fe/travel_logo_192.png","website","summary","✈ Google Flights","Google Flights","Travel","✈ Google Flights","light dark","Find the best flights fast, track prices, and book with confidence","https://www.google.com/images/branding/googleg/2x/googleg_standard_color_96dp.png","strict-origin-when-cross-origin","black","no","width=device-width,initial-scale=1.0,minimum-scale=1.0,maximum-scale=1.0,user-scalable=no","Find the best flights fast, track prices, and book with confidence","https://www.google.com/travel/flights","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"1","flights","2","Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at ...","Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want ...","www.cheapflights.com","https://www.cheapflights.com/","2023-05-14 15:41:24.189624+00:00","2150000000","VfMjXSAXvNYJ","10","advTest","c4fc391654b014f8a","0.34","2,150,000,000","https://www.cheapflights.com/","https://www.cheap<b>flights</b>.com/","Find cheap <b>flights</b> and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want&nbsp;...","Cheap <b>Flights</b>, Airline Tickets &amp; Airfares - Find Deals on <b>Flights</b> at ...","utf8","customsearch#result","utf8","{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAE2Je44hRoE6cY8mqyUAZOuyLq3wBdk47d4iayyvhgtjIbg82yEPp880', 'width': '310', 'height': '163'}], 'metatags': [{'r9-rendered': '20230514.073811.EDT', 'og:image': 'https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:type': 'website', 'twitter:card': 'summary_large_image', 'twitter:title': 'Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at Cheapflights.com', 'og:site_name': 'Cheapflights', 'og:title': 'Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at Cheapflights.com', 'og:image:height': '630', 'r9-version': 'R666d', 'og:description': 'Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want to travel, or are just seeking some inspiration, Cheapflights.com is the perfect place to search for airfares, hotels, and rental cars and to plan the best trip.', 'fb:pages': '94480369162', 'twitter:creator': '@Cheapflights', 'twitter:image:src': 'https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=440&height=220&crop=false', 'kayak_page': 'main,frontdoor,unknown', 'twitter:site': '@Cheapflights', 'viewport': 'width=device-width, initial-scale=1, minimum-scale=1', 'twitter:description': 'Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want to travel, or are just seeking some inspiration, Cheapflights.com is the perfect place to search for airfares, hotels, and rental cars and to plan the best trip.', 'r9-built': '20230511.060236', 'og:url': '/', 'format-detection': 'telephone=no'}], 'cse_image': [{'src': 'https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false'}]}","off","0.344644","1","[{'r9-rendered': '20230514.073811.EDT', 'og:image': 'https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:type': 'website', 'twitter:card': 'summary_large_image', 'twitter:title': 'Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at Cheapflights.com', 'og:site_name': 'Cheapflights', 'og:title': 'Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at Cheapflights.com', 'og:image:height': '630', 'r9-version': 'R666d', 'og:description': 'Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want to travel, or are just seeking some inspiration, Cheapflights.com is the perfect place to search for airfares, hotels, and rental cars and to plan the best trip.', 'fb:pages': '94480369162', 'twitter:creator': '@Cheapflights', 'twitter:image:src': 'https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=440&height=220&crop=false', 'kayak_page': 'main,frontdoor,unknown', 'twitter:site': '@Cheapflights', 'viewport': 'width=device-width, initial-scale=1, minimum-scale=1', 'twitter:description': 'Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want to travel, or are just seeking some inspiration, Cheapflights.com is the perfect place to search for airfares, hotels, and rental cars and to plan the best trip.', 'r9-built': '20230511.060236', 'og:url': '/', 'format-detection': 'telephone=no'}]","[{'src': 'https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAE2Je44hRoE6cY8mqyUAZOuyLq3wBdk47d4iayyvhgtjIbg82yEPp880', 'width': '310', 'height': '163'}]","NaN","NaN","NaN","https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false","website","summary_large_image","Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at Cheapflights.com","Cheapflights","NaN","Cheap Flights, Airline Tickets & Airfares - Find Deals on Flights at Cheapflights.com","NaN","Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want to travel, or are just seeking some inspiration, Cheapflights.com is the perfect place to search for airfares, hotels, and rental cars and to plan the best trip.","NaN","NaN","NaN","NaN","width=device-width, initial-scale=1, minimum-scale=1","Find cheap flights and save money on airline tickets to every destination in the world at Cheapflights.com. Whether you already know where and when you want to travel, or are just seeking some inspiration, Cheapflights.com is the perfect place to search for airfares, hotels, and rental cars and to plan the best trip.","/","20230514.073811.EDT","1200","630","R666d","94480369162","@Cheapflights","https://content.r9cdn.net/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=440&height=220&crop=false","main,frontdoor,unknown","@Cheapflights","20230511.060236","telephone=no","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2","flights","3","Tracked prices","Tracked flight prices. Change language. Change currency. Change location. Feedback. Help. Sign in to start tracking prices.","www.google.com","https://www.google.com/travel/flights/saves","2023-05-14 15:41:24.189624+00:00","2150000000","NaN","10","advTest","c4fc391654b014f8a","0.34","2,150,000,000","https://www.google.com/travel/flights/saves","https://www.google.com/travel/<b>flights</b>/saves","Tracked <b>flight</b> prices. Change language. Change currency. Change location. Feedback. Help. Sign in to start tracking prices.","Tracked prices","utf8","customsearch#result","utf8","{'metatags': [{'application-name': 'Travel', 'referrer': 'strict-origin-when-cross-origin', 'apple-mobile-web-app-status-bar-style': 'black', 'msapplication-tap-highlight': 'no', 'viewport': 'width=device-width,initial-scale=1.0,minimum-scale=1.0,maximum-scale=1.0,user-scalable=no', 'apple-mobile-web-app-title': 'Travel', 'color-scheme': 'light dark'}]}","off","0.344644","1","[{'application-name': 'Travel', 'referrer': 'strict-origin-when-cross-origin', 'apple-mobile-web-app-status-bar-style': 'black', 'msapplication-tap-highlight': 'no', 'viewport': 'width=device-width,initial-scale=1.0,minimum-scale=1.0,maximum-scale=1.0,user-scalable=no', 'apple-mobile-web-app-title': 'Travel', 'color-scheme': 'light dark'}]","NaN","NaN","NaN","NaN","Travel","NaN","NaN","NaN","NaN","NaN","Travel","NaN","light dark","NaN","NaN","strict-origin-when-cross-origin","black","no","width=device-width,initial-scale=1.0,minimum-scale=1.0,maximum-scale=1.0,user-scalable=no","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"3","flights","4","Cheap Flights, Plane Tickets & Airline Deals - Expedia","Book cheap flights with Expedia and select from thousands of cheap airline tickets. Earn double with airline miles + Expedia Rewards points!","www.expedia.com","https://www.expedia.com/Flights","2023-05-14 15:41:24.189624+00:00","2150000000","NaN","10","advTest","c4fc391654b014f8a","0.34","2,150,000,000","https://www.expedia.com/Flights","https://www.expedia.com/<b>Flights</b>","Book cheap <b>flights</b> with Expedia and select from thousands of cheap airline tickets. Earn double with airline miles + Expedia Rewards points!","Cheap <b>Flights</b>, Plane Tickets &amp; Airline Deals - Expedia","utf8","customsearch#result","utf8","{'cse_thumbnail': [{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQzKvY8L2mL2v1UaB0SFfrTdC1rN2UC0pE16iV5BwHV4tjo4gbjFJPV9Uc', 'width': '275', 'height': '183'}], 'question': [{'name': 'Which day of the week is the best day to buy cheap airline tickets?'}, {'name': 'When is the best time to buy airline tickets?'}, {'name': 'Which are the cheapest days to fly?'}, {'name': 'Which is the cheapest month to fly?'}, {'name': 'How can I find the cheapest flights on Expedia?'}, {'name': 'How can I save money on flights?'}, {'name': 'How can I get cheap last-minute flight deals?'}, {'name': 'How do I book with Expedia?'}, {'name': 'What should I look out for when booking flights?'}, {'name': 'Where’s the cheapest place to travel?'}, {'name': 'Where can I fly for cheap?'}, {'name': 'Is it cheaper to buy flights last minute?'}, {'name': 'Are fully refundable flights available?'}, {'name': 'Why should I book my flight with Expedia?'}], 'answer': [{'text': 'For both U.S. domestic and international travel, Sundays can be cheaper for airline ticket purchases. Fridays tend to be the most expensive day to book a flight. Booking on the right day of...'}, {'text': 'Based on 2020 And 2021 global flight data for Economy tickets, prices usually start to increase 56 days before departure for domestic flights. When traveling internationally, prices usually...'}, {'text': 'Analysis of domestic and international airfare prices shows that flying out on Fridays can be cheaper. Many travelers start their trips on Sundays, so your chances of a lower price are better...'}, {'text': 'The cheapest month to fly can vary depending on where you’re going, so finding the best rates largely comes down to avoiding peak travel times for your destination. If you’re looking for...'}, {'text': 'Compare cheap airline ticket prices at a glance from a large inventory of carriers on Expedia. You can get cheap flights by staying flexible with travel dates, carriers, and nonstop/layover...'}, {'text': 'Mixing and matching airline tickets and fare types could help save money on airfare to your destination. Easily compare prices for carriers, arrival and departure dates, airplane cabin class,...'}, {'text': 'The historical data analysis of flight pricing patterns shows that you can still find amazing airfare deals 3 weeks prior to departure* when traveling domestically. International last-minute...'}, {'text': 'Booking your flight with Expedia is easy, as all you have to do is implement your travel dates, departure destination, like flights from Atlanta or flights from Hartsfield-Jackson, and arrival...'}, {'text': 'Several factors go into any flight booking, and you’ll need to keep an eye out for them all to ensure that you get the travel time, luggage policy, airline, and class you want. Consider which...'}, {'text': 'The cheapest place to travel can be in the same country, like Chicago. Flights to Chicago are fairly affordable no matter where you’re coming from in the continental United States. Flights...'}, {'text': 'Staying within a strict budget still allows you to find plenty of cheap flights, even to destinations like Puerto Rico. In fact, flights to Puerto Rico don’t even require U.S. citizens to...'}, {'text': 'Flight tickets can be cheaper at the last minute depending on how late you’re actually booking, where you’re going, and the kind of flight you opt for. For domestic flights with Economy...'}, {'text': 'Yes, several fully refundable flights are available and will be labeled as such right on your search results page in green text. You may also filter for fully refundable flights specifically...'}, {'text': 'Booking with Expedia makes finding a flight easy, but that’s just the beginning of everything you can take advantage of. We also offer hotels, car rentals, and even activities that you can...'}], 'metatags': [{'flex:template-version': '280', 'og:type': 'website', 'theme-color': '#000000', 'flex:template-fm-id': '7328', 'og:site_name': 'Expedia.com', 'og:title': 'Cheap Flights, Plane Tickets & Airline Deals - Expedia', 'og:image:type': 'image/jpeg', 'ewe:page': 'FLEX', 'og:description': 'Book cheap flights with Expedia and select from thousands of cheap airline tickets. Earn double with airline miles + Expedia Rewards points!', 'essclientid': 'flex.flight.Storefront-Flights', 'viewport': 'width=device-width, initial-scale=1.0', 'flex:page-type': 'Storefront-Flights', 'apple-mobile-web-app-capable': 'yes', 'og:locale': 'en_US', 'mobile-web-app-capable': 'yes', 'flex:template-id': '1-en_US-Bex-Blossom-Flights-Flexify', 'og:url': 'https://www.expedia.com/Flights'}], 'cse_image': [{'src': 'https://forever.travel-assets.com/flex/flexmanager/images/2022/04/29/SF-flight-SEO-banner-Merch-domestic-384X256.jpg'}]}","off","0.344644","1","[{'flex:template-version': '280', 'og:type': 'website', 'theme-color': '#000000', 'flex:template-fm-id': '7328', 'og:site_name': 'Expedia.com', 'og:title': 'Cheap Flights, Plane Tickets & Airline Deals - Expedia', 'og:image:type': 'image/jpeg', 'ewe:page': 'FLEX', 'og:description': 'Book cheap flights with Expedia and select from thousands of cheap airline tickets. Earn double with airline miles + Expedia Rewards points!', 'essclientid': 'flex.flight.Storefront-Flights', 'viewport': 'width=device-width, initial-scale=1.0', 'flex:page-type': 'Storefront-Flights', 'apple-mobile-web-app-capable': 'yes', 'og:locale': 'en_US', 'mobile-web-app-capable': 'yes', 'flex:template-id': '1-en_US-Bex-Blossom-Flights-Flexify', 'og:url': 'https://www.expedia.com/Flights'}]","[{'src': 'https://forever.travel-assets.com/flex/flexmanager/images/2022/04/29/SF-flight-SEO-banner-Merch-domestic-384X256.jpg'}]","[{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQzKvY8L2mL2v1UaB0SFfrTdC1rN2UC0pE16iV5BwHV4tjo4gbjFJPV9Uc', 'width': '275', 'height': '183'}]","[{'name': 'Which day of the week is the best day to buy cheap airline tickets?'}, {'name': 'When is the best time to buy airline tickets?'}, {'name': 'Which are the cheapest days to fly?'}, {'name': 'Which is the cheapest month to fly?'}, {'name': 'How can I find the cheapest flights on Expedia?'}, {'name': 'How can I save money on flights?'}, {'name': 'How can I get cheap last-minute flight deals?'}, {'name': 'How do I book with Expedia?'}, {'name': 'What should I look out for when booking flights?'}, {'name': 'Where’s the cheapest place to travel?'}, {'name': 'Where can I fly for cheap?'}, {'name': 'Is it cheaper to buy flights last minute?'}, {'name': 'Are fully refundable flights available?'}, {'name': 'Why should I book my flight with Expedia?'}]","[{'text': 'For both U.S. domestic and international travel, Sundays can be cheaper for airline ticket purchases. Fridays tend to be the most expensive day to book a flight. Booking on the right day of...'}, {'text': 'Based on 2020 And 2021 global flight data for Economy tickets, prices usually start to increase 56 days before departure for domestic flights. When traveling internationally, prices usually...'}, {'text': 'Analysis of domestic and international airfare prices shows that flying out on Fridays can be cheaper. Many travelers start their trips on Sundays, so your chances of a lower price are better...'}, {'text': 'The cheapest month to fly can vary depending on where you’re going, so finding the best rates largely comes down to avoiding peak travel times for your destination. If you’re looking for...'}, {'text': 'Compare cheap airline ticket prices at a glance from a large inventory of carriers on Expedia. You can get cheap flights by staying flexible with travel dates, carriers, and nonstop/layover...'}, {'text': 'Mixing and matching airline tickets and fare types could help save money on airfare to your destination. Easily compare prices for carriers, arrival and departure dates, airplane cabin class,...'}, {'text': 'The historical data analysis of flight pricing patterns shows that you can still find amazing airfare deals 3 weeks prior to departure* when traveling domestically. International last-minute...'}, {'text': 'Booking your flight with Expedia is easy, as all you have to do is implement your travel dates, departure destination, like flights from Atlanta or flights from Hartsfield-Jackson, and arrival...'}, {'text': 'Several factors go into any flight booking, and you’ll need to keep an eye out for them all to ensure that you get the travel time, luggage policy, airline, and class you want. Consider which...'}, {'text': 'The cheapest place to travel can be in the same country, like Chicago. Flights to Chicago are fairly affordable no matter where you’re coming from in the continental United States. Flights...'}, {'text': 'Staying within a strict budget still allows you to find plenty of cheap flights, even to destinations like Puerto Rico. In fact, flights to Puerto Rico don’t even require U.S. citizens to...'}, {'text': 'Flight tickets can be cheaper at the last minute depending on how late you’re actually booking, where you’re going, and the kind of flight you opt for. For domestic flights with Economy...'}, {'text': 'Yes, several fully refundable flights are available and will be labeled as such right on your search results page in green text. You may also filter for fully refundable flights specifically...'}, {'text': 'Booking with Expedia makes finding a flight easy, but that’s just the beginning of everything you can take advantage of. We also offer hotels, car rentals, and even activities that you can...'}]","NaN","NaN","website","NaN","NaN","Expedia.com","NaN","Cheap Flights, Plane Tickets & Airline Deals - Expedia","NaN","Book cheap flights with Expedia and select from thousands of cheap airline tickets. Earn double with airline miles + Expedia Rewards points!","NaN","NaN","NaN","NaN","width=device-width, initial-scale=1.0","NaN","https://www.expedia.com/Flights","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","280","#000000","7328","image/jpeg","FLEX","flex.flight.Storefront-Flights","Storefront-Flights","yes","en_US","yes","1-en_US-Bex-Blossom-Flights-Flexify","NaN","NaN","NaN","NaN","NaN","NaN"
"4","flights","5","Cheap Flights, Airline Tickets & Airfare Deals | KAYAK","Save money on airfare by searching for cheap flights on KAYAK. KAYAK compares flight deals on hundreds of airline tickets sites to find you the best prices.","www.kayak.com","https://www.kayak.com/flights","2023-05-14 15:41:24.189624+00:00","2150000000","7mdj-nCKgrwJ","10","advTest","c4fc391654b014f8a","0.34","2,150,000,000","https://www.kayak.com/flights","https://www.kayak.com/<b>flights</b>","Save money on airfare by searching for cheap <b>flights</b> on KAYAK. KAYAK compares <b>flight</b> deals on hundreds of airline tickets sites to find you the best prices.","Cheap <b>Flights</b>, Airline Tickets &amp; Airfare Deals | KAYAK","utf8","customsearch#result","utf8","{'cse_thumbnail': [{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTZIjS9CQBoomOXeSj5Vgr3rmZey-eM2-dZdxwzzInCT2tTxLreDiGRww', 'width': '184', 'height': '42'}], 'metatags': [{'og:image': 'https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4', 'twitter:card': 'summary_large_image', 'twitter:title': 'Search Flight Deals | KAYAK', 'og:type': 'website', 'og:site_name': 'KAYAK', 'og:title': 'Search Flight Deals | KAYAK', 'twitter:creator': '@KAYAK', 'og:description': 'We find flights, accommodations, and rental cars from hundreds of sites. Get more options, insights, and deals for your next trip.', 'fb:pages': '90811893045', 'twitter:image:src': 'https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4', 'kayak_page': 'flight,frontdoor,unknown', 'twitter:site': '@KAYAK', 'viewport': 'width=device-width, initial-scale=1, user-scalable=no', 'twitter:description': 'KAYAK searches hundreds of other travel sites at once to get you the information you need to make the right decisions.', 'og:url': 'https://www.kayak.com/flights'}], 'cse_image': [{'src': 'https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4'}]}","off","0.344644","1","[{'og:image': 'https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4', 'twitter:card': 'summary_large_image', 'twitter:title': 'Search Flight Deals | KAYAK', 'og:type': 'website', 'og:site_name': 'KAYAK', 'og:title': 'Search Flight Deals | KAYAK', 'twitter:creator': '@KAYAK', 'og:description': 'We find flights, accommodations, and rental cars from hundreds of sites. Get more options, insights, and deals for your next trip.', 'fb:pages': '90811893045', 'twitter:image:src': 'https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4', 'kayak_page': 'flight,frontdoor,unknown', 'twitter:site': '@KAYAK', 'viewport': 'width=device-width, initial-scale=1, user-scalable=no', 'twitter:description': 'KAYAK searches hundreds of other travel sites at once to get you the information you need to make the right decisions.', 'og:url': 'https://www.kayak.com/flights'}]","[{'src': 'https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4'}]","[{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTZIjS9CQBoomOXeSj5Vgr3rmZey-eM2-dZdxwzzInCT2tTxLreDiGRww', 'width': '184', 'height': '42'}]","NaN","NaN","NaN","https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4","website","summary_large_image","Search Flight Deals | KAYAK","KAYAK","NaN","Search Flight Deals | KAYAK","NaN","We find flights, accommodations, and rental cars from hundreds of sites. Get more options, insights, and deals for your next trip.","NaN","NaN","NaN","NaN","width=device-width, initial-scale=1, user-scalable=no","KAYAK searches hundreds of other travel sites at once to get you the information you need to make the right decisions.","https://www.kayak.com/flights","NaN","NaN","NaN","NaN","90811893045","@KAYAK","https://content.r9cdn.net/res/images/kayak-logo.png?v=7de92bef46e6245210dadd1b64c96b25b26f3d58&cluster=4","flight,frontdoor,unknown","@KAYAK","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"5","flights","6","Flights Restaurant","Dance Party. Franchise. Las Vegas · Campbell · Burlingame · San Jose. Capitola. ( Coming Soon )","flightsrestaurants.com","http://flightsrestaurants.com/","2023-05-14 15:41:24.189624+00:00","2150000000","w0kgdltQGikJ","10","advTest","c4fc391654b014f8a","0.34","2,150,000,000","flightsrestaurants.com/","<b>flights</b>restaurants.com/","Dance Party. Franchise. Las Vegas &middot; Campbell &middot; Burlingame &middot; San Jose. Capitola. ( Coming Soon )","<b>Flights</b> Restaurant","utf8","customsearch#result","utf8","{'cse_thumbnail': [{'src': 'https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRrgR_IuUXzNScx1ljuC_FDbZNvmQFc2YW83Dg8O26bZTjK3dCz_DKbztTa', 'width': '334', 'height': '151'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1.0'}], 'cse_image': [{'src': 'http://flightsrestaurants.com/images/logo.png'}]}","off","0.344644","1","[{'viewport': 'width=device-width, initial-scale=1.0'}]","[{'src': 'http://flightsrestaurants.com/images/logo.png'}]","[{'src': 'https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRrgR_IuUXzNScx1ljuC_FDbZNvmQFc2YW83Dg8O26bZTjK3dCz_DKbztTa', 'width': '334', 'height': '151'}]","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","width=device-width, initial-scale=1.0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
